Name,Location,Year,Miles_Driven,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mpg,Mileage km/l,Engine,Power,Seats,New_Price,Price,Difference
Renault Duster 110PS Diesel RxL,Mumbai,2014,35961,58002,Diesel,Manual,First,46.15,19.64,1461 CC,108.45 bhp,5,,5.75,5.75
Honda Brio S Option AT,Chennai,2012,19530,31500,Petrol,Automatic,First,38.78,16.5,1198 CC,86.8 bhp,5,,4.15,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,19178,30933,Petrol,Manual,First,42.68,18.16,1196 CC,86.8 bhp,5,,5.84,5.84
Audi A6 2.0 TDI Design Edition,Kolkata,2012,16796,27090,Diesel,Automatic,First,43.55,18.53,1968 CC,187.74 bhp,5,,16.5,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,18290,29500,Diesel,Automatic,First,37.53,15.97,2993 CC,258 bhp,7,,43,43
Hyundai i10 Sportz Option,Pune,2013,27900,45000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.55,3.55
Hyundai i20 1.2 Asta Option,Hyderabad,2018,7248,11691,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,8.9,8.9
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,75020,121000,Diesel,Manual,Second,38.54,16.4,1896 CC,90 bhp,5,,2.5,2.5
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,73208,118077,Diesel,Manual,First,38.07,16.2,1493 CC,110 bhp,5,,3.85,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,22506,36300,Petrol,Automatic,Third,40.19,17.1,1591 CC,121.4 bhp,5,,7.5,7.5
Hyundai Getz GVS,Mumbai,2005,55800,90000,Petrol,Manual,Second,35.96,15.3,1341 CC,61 bhp,5,,1.8,1.8
Ford Figo Diesel EXI,Chennai,2010,48360,78000,Diesel,Manual,First,47.00,20,1399 CC,68 bhp,5,,2.25,2.25
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,26040,42000,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,24.25,24.25
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,16740,27000,Petrol,Manual,First,38.70,16.47,1198 CC,74 bhp,5,,4.35,4.35
BMW X1 sDrive20d,Kolkata,2012,13640,22000,Diesel,Automatic,First,40.07,17.05,1995 CC,184 bhp,5,,11.5,11.5
Honda City i VTEC SV,Kolkata,2014,30380,49000,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,,4.75,4.75
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,26412,42600,Diesel,Manual,First,54.05,23,1396 CC,90 bhp,5,,4.99,4.99
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,7932,12794,Petrol,Automatic,First,44.65,19,1199 CC,88.7 bhp,5,,9.15,9.15
Maruti Swift 1.3 VXi,Jaipur,2006,77500,125000,Petrol,Manual,Fourth & Above,37.84,16.1,,,,,2.35,2.35
Honda CR-V 2.4 AT,Hyderabad,2014,54589,88046,Petrol,Automatic,First,23.74,10.1,2354 CC,152 bhp,5,,13.99,13.99
Mercedes-Benz A Class A180 CDI,Bangalore,2014,4960,8000,Diesel,Automatic,Second,47.00,20,2143 CC,107.3 bhp,5,,19.75,19.75
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,51298,82739,Diesel,Automatic,First,37.60,16,2179 CC,140 bhp,7,,16.77,16.77
Mahindra Bolero SLX 2WD,Bangalore,2006,119660,193000,Diesel,Manual,Third,31.96,13.6,2523 CC,63 bhp,7,,2.5,2.5
Renault Scala RxL AT,Mumbai,2013,4340,7000,Petrol,Automatic,First,42.23,17.97,1498 CC,99.6 bhp,5,,3.65,3.65
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,37200,60000,Diesel,Automatic,Second,29.02,12.35,2179 CC,187.74 bhp,5,,23.5,23.5
Maruti Alto 800 VXI,Pune,2017,23560,38000,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,3.11,3.11
Toyota Etios G,Kochi,2013,34933,56344,Petrol,Manual,First,41.36,17.6,1496 CC,88.73 bhp,5,,4.57,4.57
Hyundai i20 Sportz Option,Mumbai,2014,11072,17858,Petrol,Manual,First,39.95,17,1197 CC,80 bhp,5,,5.32,5.32
Hyundai i10 Sportz,Hyderabad,2012,32860,53000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.2,3.2
Maruti Swift VDI BSIV,Kochi,2016,42102,67906,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,5.63,5.63
Hyundai EON Magna Plus,Hyderabad,2015,11780,19000,Petrol,Manual,First,49.59,21.1,814 CC,55.2 bhp,5,,3,3
BMW 3 Series 320d,Mumbai,2010,41540,67000,Diesel,Automatic,Second,53.32,22.69,1995 CC,190 bhp,5,47.87,9.25,38.62
Tata Indigo XL Classic Dicor,Delhi,2011,49600,80000,Diesel,Manual,First,55.39,23.57,1396 CC,70 bhp,5,,1.2,1.2
Maruti Alto 800 LXI,Delhi,2015,37820,61000,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,2.15,2.15
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,24180,39000,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,3.05,3.05
Toyota Corolla Altis VL AT,Ahmedabad,2014,36580,59000,Petrol,Automatic,First,33.56,14.28,1798 CC,138.03 bhp,5,,11.5,11.5
Hyundai Santro Xing GLS,Hyderabad,2008,50177,80931,Petrol,Manual,First,42.11,17.92,1086 CC,62.1 bhp,5,,2.3,2.3
Maruti Swift ZXI,Kolkata,2016,21080,34000,Petrol,Manual,First,47.94,20.4,1197 CC,81.80 bhp,5,,4.95,4.95
Renault Scala Diesel RxL,Hyderabad,2013,80600,130000,Diesel,Manual,First,50.85,21.64,1461 CC,84.8 bhp,5,,4.75,4.75
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,32476,52380,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,12.47,10.15,2.32
Nissan Micra XV,Kolkata,2011,27280,44000,Petrol,Manual,First,42.44,18.06,1198 CC,75 bhp,5,,2.65,2.65
Ford Figo Diesel EXI,Hyderabad,2015,52080,84000,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,3.8,3.8
Honda CR-V 2.0 AT,Kochi,2017,25852,41697,Petrol,Automatic,First,30.79,13.1,1997 CC,141.1 bhp,5,,16.68,16.68
Nissan Terrano XV 110 PS,Pune,2014,101060,163000,Diesel,Manual,First,44.67,19.01,1461 CC,108.5 bhp,5,,5,5
Toyota Etios Liva 1.2 G,Chennai,2011,26040,42000,Petrol,Manual,Second,41.62,17.71,1197 CC,78.9 bhp,5,6.51,3.75,2.76
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,79980,129000,Diesel,Manual,Third,49.98,21.27,1396 CC,88.76 bhp,5,,4.11,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,19964,32200,Petrol,Manual,Second,42.68,18.16,1196 CC,86.8 bhp,5,,4.25,4.25
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,79980,129000,Diesel,Manual,First,24.68,10.5,2835 CC,107.2 bhp,6,,3.45,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,24800,40000,Diesel,Automatic,First,40.21,17.11,1968 CC,174.33 bhp,5,,22.5,22.5
Toyota Innova 2.0 E,Delhi,2006,93000,150000,Petrol,Manual,First,29.14,12.4,1998 CC,132 bhp,8,,4.5,4.5
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,86800,140000,Petrol,Manual,First,35.86,15.26,1150 CC,74.9 bhp,5,,0.9,0.9
Hyundai Getz GLS,Hyderabad,2006,39172,63181,Petrol,Manual,First,35.96,15.3,1341 CC,83 bhp,5,,1.85,1.85
Honda Amaze S i-Dtech,Kolkata,2013,24537,39575,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.25,3.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,43632,70374,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,7.34,7.34
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,16279,26256,Diesel,Manual,First,47.33,20.14,1498 CC,88.5 bhp,5,,4.25,4.25
Hyundai Elite i20 Petrol Sportz,Delhi,2016,8345,13460,Petrol,Manual,First,43.71,18.6,1197 CC,81.86 bhp,5,,6.45,6.45
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,75640,122000,Diesel,Manual,Second,30.08,12.8,2494 CC,102 bhp,8,,10.75,10.75
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,36325,58589,Diesel,Automatic,First,35.86,15.26,2143 CC,203.2 bhp,5,,27.75,27.75
Maruti Wagon R LX BSIII,Jaipur,2005,71300,115000,Petrol,Manual,Second,40.66,17.3,1061 CC,64 bhp,5,,0.99,0.99
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,46500,75000,Diesel,Automatic,First,29.66,12.62,2198 CC,158 bhp,7,,24,24
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,18781,30292,Petrol,Manual,First,43.71,18.6,1197 CC,81.86 bhp,5,,6.1,6.1
Honda WRV i-VTEC VX,Ahmedabad,2017,19994,32248,Petrol,Manual,First,41.13,17.5,1199 CC,88.7 bhp,5,10.32,8.25,2.07
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,45880,74000,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,4.65,4.65
Honda CR-V 2.0L 2WD MT,Mumbai,2014,34782,56100,Petrol,Manual,First,32.20,13.7,1997 CC,153.86 bhp,5,,9.75,9.75
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,38022,61325,Petrol,Manual,First,44.42,18.9,1197 CC,81.86 bhp,5,8.10,4.4,3.7
Maruti Swift Dzire VXI,Kolkata,2014,20460,33000,Petrol,Manual,First,44.89,19.1,1197 CC,85.8 bhp,5,,3.99,3.99
BMW 5 Series 2003-2012 530d,Coimbatore,2016,11216,18090,Diesel,Automatic,First,38.07,16.2,2993 CC,258 bhp,5,,45.73,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,44262,71390,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,5.27,5.27
Honda City i DTec V,Ahmedabad,2016,41540,67000,Diesel,Manual,First,61.10,26,1498 CC,98.6 bhp,5,,7.25,7.25
Tata Indigo LS,Chennai,2008,61380,99000,Diesel,Manual,Second,39.95,17,1405 CC,70 bhp,5,,1.6,1.6
Renault Duster 110PS Diesel RxL,Pune,2014,88040,142000,Diesel,Manual,Second,44.67,19.01,1461 CC,108.45 bhp,5,,6,6
Hyundai i10 Sportz,Chennai,2010,16719,26966,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3,3
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,17129,27628,Petrol,Manual,First,43.95,18.7,1199 CC,88.7 bhp,5,,4.95,4.95
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,51148,82497,Diesel,Manual,First,55.58,23.65,1248 CC,88.5 bhp,5,,8.99,8.99
Honda Accord VTi-L MT,Mumbai,2007,53320,86000,Petrol,Manual,Third,27.97,11.9,2354 CC,144 bhp,5,,1.85,1.85
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,16728,26981,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,6.16,6.16
Maruti Ritz VDi,Hyderabad,2010,68492,110471,Diesel,Manual,First,49.59,21.1,1248 CC,73.9 bhp,5,,3.5,3.5
Honda Amaze S Petrol,Jaipur,2014,42780,69000,Petrol,Manual,First,45.83,19.5,1199 CC,88.76 bhp,5,7.52,4.5,3.02
Hyundai i20 1.2 Asta Option,Hyderabad,2017,7440,12000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,7.75,7.75
Renault Duster 85PS Diesel RxL,Hyderabad,2014,48050,77500,Diesel,Manual,First,48.06,20.45,1461 CC,83.8 bhp,5,,6.6,6.6
Hyundai Grand i10 Magna,Kochi,2014,29779,48031,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,4.98,4.98
BMW 3 Series 320d Highline,Chennai,2008,105400,170000,Diesel,Automatic,Third,37.76,16.07,1995 CC,181 bhp,5,,9.75,9.75
Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,43130,69565,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,5.55,5.55
Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,28205,45492,Diesel,Automatic,First,50.53,21.5,1498 CC,108.5 bhp,5,15.68,10.3,5.38
Honda Accord 2.4 AT,Chennai,2011,52700,85000,Petrol,Automatic,Second,27.50,11.7,2354 CC,177.6 bhp,5,,7.5,7.5
Chevrolet Aveo 1.4,Hyderabad,2008,34659,55902,Petrol,Manual,First,34.05,14.49,1399 CC,92.7 bhp,5,,1.8,1.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,11470,18500,Petrol,Manual,First,38.07,16.2,1199 CC,74 bhp,5,,6.25,6.25
Mahindra Xylo D4 BS III,Hyderabad,2015,80445,129750,Diesel,Manual,Second,35.13,14.95,2489 CC,93.7 bhp,7,,6.8,6.8
Hyundai i10 Magna AT,Hyderabad,2009,31559,50902,Petrol,Automatic,First,45.12,19.2,1197 CC,80 bhp,5,,3,3
Mahindra XUV500 W8 4WD,Coimbatore,2015,52530,84725,Diesel,Manual,First,35.49,15.1,2179 CC,140 bhp,7,,11.6,11.6
Hyundai Elantra CRDi SX,Mumbai,2013,24800,40000,Diesel,Manual,Second,53.35,22.7,1582 CC,126.24 bhp,5,,6.95,6.95
Volkswagen Passat 1.8 TSI MT,Mumbai,2010,37200,60000,Petrol,Manual,Third,33.61,14.3,1798 CC,160 bhp,5,,3.5,3.5
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,20768,33496,Petrol,Manual,First,44.42,18.9,1197 CC,81.86 bhp,5,7.45,5.5,1.95
Hyundai i20 Asta Option 1.2,Mumbai,2015,15500,25000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,5.65,5.65
Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,44020,71000,Diesel,Manual,First,42.77,18.2,1248 CC,73.8 bhp,8,,3.25,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,12912,20826,Petrol,Automatic,First,33.61,14.3,1598 CC,103.6 bhp,5,,7.72,7.72
Hyundai Creta 1.6 CRDi SX,Pune,2016,26191,42244,Diesel,Manual,First,46.22,19.67,1582 CC,126.2 bhp,5,,12,12
Chevrolet Beat Diesel PS,Jaipur,2013,61131,98598,Diesel,Manual,First,59.78,25.44,936 CC,57.6 bhp,5,,1.55,1.55
Toyota Fortuner 3.0 Diesel,Delhi,2011,38502,62100,Diesel,Manual,First,27.03,11.5,2982 CC,171 bhp,7,,10.75,10.75
Hyundai i20 Sportz Option 1.2,Coimbatore,2016,27428,44238,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.72,6.72
Audi Q7 3.0 TDI quattro,Coimbatore,2012,56881,91743,Diesel,Automatic,First,28.36,12.07,2967 CC,241.4 bhp,7,,28.55,28.55
Porsche Panamera Diesel,Bangalore,2013,12293,19828,Diesel,Automatic,Second,41.95,17.85,2967 CC,300 bhp,4,,75,75
Honda City i VTEC VX,Hyderabad,2016,22872,36891,Petrol,Manual,First,41.83,17.8,1497 CC,117.3 bhp,5,,10.49,10.49
Mahindra Quanto C4,Hyderabad,2012,55830,90049,Diesel,Manual,First,40.44,17.21,1493 CC,100 bhp,7,,3.8,3.8
Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,45881,74002,Diesel,Automatic,First,38.89,16.55,1968 CC,140 bhp,5,,18.5,18.5
Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,25420,41000,Petrol,Automatic,First,29.07,12.37,2359 CC,198.25 bhp,5,,6,6
Hyundai Verna 1.6 SX,Hyderabad,2012,51880,83678,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,5.5,5.5
Maruti Wagon R LXI BS IV,Pune,2010,56420,91000,Petrol,Manual,First,44.42,18.9,998 CC,67.1 bhp,5,,2.3,2.3
Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,31000,50000,Diesel,Manual,First,57.62,24.52,1248 CC,88.5 bhp,7,,8.7,8.7
Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,35960,58000,Diesel,Manual,First,57.34,24.4,1120 CC,71.01 bhp,5,,4.95,4.95
Maruti Swift VDI,Jaipur,2012,49600,80000,Diesel,Manual,First,53.82,22.9,1248 CC,74 bhp,5,,4.25,4.25
Mahindra XUV500 W6 2WD,Kochi,2017,25600,41290,Diesel,Manual,Second,37.60,16,2179 CC,140 bhp,7,,10.94,10.94
BMW 5 Series 520d Luxury Line,Delhi,2013,40300,65000,Diesel,Automatic,First,52.83,22.48,1995 CC,190 bhp,5,67.87,21.26,46.61
Toyota Corolla Altis 1.8 G,Bangalore,2016,10212,16471,Petrol,Manual,Second,33.56,14.28,1798 CC,138.03 bhp,5,20.48,11.5,8.98
Hyundai i20 Asta 1.4 CRDi,Pune,2015,33690,54339,Diesel,Manual,Second,52.97,22.54,1396 CC,88.73 bhp,5,,6,6
Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,14896,24025,Petrol,Manual,First,42.65,18.15,1198 CC,82 bhp,6,,4.1,4.1
Maruti Alto 800 2016-2019 LXI,Kolkata,2013,14897,24027,Petrol,Manual,First,58.05,24.7,796 CC,47.3 bhp,5,,2.01,2.01
Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,36747,59270,Petrol,Manual,First,36.90,15.7,1172 CC,67 bhp,5,,2.6,2.6
Maruti Wagon R VXI BS IV,Kolkata,2012,24800,40000,Petrol,Manual,First,44.42,18.9,998 CC,67.1 bhp,5,,2.35,2.35
Mitsubishi Pajero 4X4 LHD,Bangalore,2012,96451,155566,Diesel,Manual,Second,22.33,9.5,2835 CC,118.6 bhp,6,,9.15,9.15
Honda Brio EX MT,Chennai,2013,26238,42320,Petrol,Manual,First,45.59,19.4,1198 CC,86.8 bhp,5,,2.9,2.9
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,14975,24153,Diesel,Manual,Second,52.97,22.54,1396 CC,88.73 bhp,5,,9.18,9.18
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,16740,27000,Petrol,Automatic,First,30.55,13,1591 CC,121.3 bhp,5,,11.45,11.45
Honda Amaze S i-VTEC,Kochi,2017,38313,61795,Petrol,Manual,First,41.83,17.8,1198 CC,86.7 bhp,5,,5.53,5.53
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,8370,13500,Petrol,Manual,First,42.65,18.15,1198 CC,82 bhp,6,,3.75,3.75
Honda City i-VTEC CVT VX,Pune,2018,2790,4500,Petrol,Automatic,First,42.30,18,1497 CC,117.3 bhp,5,15.17,12.5,2.67
Mahindra XUV500 AT W10 FWD,Mumbai,2017,14260,23000,Diesel,Automatic,First,37.60,16,2179 CC,140 bhp,7,,15.5,15.5
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,49958,80578,Diesel,Automatic,Second,34.87,14.84,2143 CC,170 bhp,5,,14.5,14.5
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,26441,42646,Diesel,Automatic,First,46.06,19.6,1461 CC,108.45 bhp,5,15.05,12.46,2.59
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,18600,30000,Petrol,Manual,Second,38.70,16.47,1198 CC,74 bhp,5,,5.25,5.25
BMW 5 Series 520d Sedan,Delhi,2012,55800,90000,Diesel,Automatic,First,43.43,18.48,,,,,14.5,14.5
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,60760,98000,Diesel,Automatic,Second,31.73,13.5,2987 CC,282 bhp,5,,25,25
Hyundai Santro GLS II - Euro II,Kochi,2012,41168,66400,Petrol,Manual,First,0.00,0,,,,,2.66,2.66
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,31000,50000,Diesel,Automatic,First,30.32,12.9,2993 CC,271.23 bhp,4,,45,45
Maruti Swift VDI,Jaipur,2015,39252,63310,Diesel,Manual,First,66.74,28.4,1248 CC,74 bhp,5,8.13,5.1,3.03
Honda Amaze S i-Dtech,Delhi,2014,40920,66000,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.5,3.5
BMW 3 Series 320d Highline,Ahmedabad,2011,45880,74000,Diesel,Automatic,Second,37.76,16.07,1995 CC,181 bhp,5,,12.5,12.5
Hyundai Verna 1.4 EX,Hyderabad,2012,57660,93000,Diesel,Manual,First,55.23,23.5,1396 CC,88.7 bhp,5,,5.55,5.55
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,43400,70000,Diesel,Automatic,First,27.03,11.5,2982 CC,169 bhp,7,,19.48,19.48
Maruti Swift VXI,Ahmedabad,2012,30239,48772,Petrol,Manual,First,43.71,18.6,1197 CC,85.8 bhp,5,,3.91,3.91
Chevrolet Beat LS,Chennai,2010,40920,66000,Petrol,Manual,First,43.71,18.6,1199 CC,79.4 bhp,5,,2.19,2.19
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,16999,27417,Petrol,Automatic,First,44.42,18.9,1197 CC,82 bhp,5,,6.89,6.89
Ford Figo Petrol ZXI,Coimbatore,2011,31988,51593,Petrol,Manual,Second,36.66,15.6,1196 CC,70 bhp,5,,3.47,3.47
Maruti Swift VXI BSIII,Pune,2010,46500,75000,Petrol,Manual,First,37.84,16.1,1298 CC,88.2 bhp,5,,2.85,2.85
Audi A4 35 TDI Premium,Coimbatore,2016,24327,39237,Diesel,Automatic,First,40.21,17.11,1968 CC,174.33 bhp,5,,25.64,25.64
Honda City V MT,Kochi,2018,7419,11966,Petrol,Manual,First,39.48,16.8,1497 CC,116.3 bhp,5,,10.28,10.28
Honda Jazz V,Hyderabad,2015,22940,37000,Petrol,Manual,First,42.77,18.2,1199 CC,88.7 bhp,5,8.79,6.3,2.49
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,43970,70920,Diesel,Manual,First,47.33,20.14,1498 CC,88.8 bhp,5,,4.75,4.75
Nissan Terrano XL D Option,Hyderabad,2013,40474,65280,Diesel,Manual,First,46.69,19.87,1461 CC,83.14 bhp,5,14.72,5.8,8.92
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,38440,62000,Diesel,Automatic,First,29.40,12.51,2179 CC,187.7 bhp,7,,44.5,44.5
Hyundai i20 Magna Optional 1.2,Kochi,2014,27606,44525,Petrol,Manual,First,43.48,18.5,1197 CC,82.9 bhp,5,,4.65,4.65
Honda City 1.5 E MT,Jaipur,2009,53855,86863,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,3.6,3.6
Mahindra XUV500 W10 AWD,Hyderabad,2015,63628,102626,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,12.25,12.25
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,27900,45000,Diesel,Manual,First,38.31,16.3,1956 CC,170 bhp,5,25.54,20,5.54
Mahindra XUV500 W10 AWD,Jaipur,2017,13640,22000,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,16,16
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,67521,108905,Diesel,Automatic,Second,27.71,11.79,2179 CC,120 bhp,8,,6.21,6.21
Datsun GO Plus T,Kolkata,2016,7936,12800,Petrol,Manual,First,45.68,19.44,1198 CC,67 bhp,7,,3.25,3.25
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,19840,32000,Diesel,Manual,First,36.19,15.4,2179 CC,120 bhp,7,,9.75,9.75
Honda Amaze S AT i-Vtech,Mumbai,2014,24180,39000,Petrol,Automatic,First,36.43,15.5,1198 CC,86.7 bhp,5,,4.45,4.45
Honda City i-DTEC ZX,Pune,2017,26040,42000,Diesel,Manual,First,60.16,25.6,1498 CC,98.6 bhp,5,16.84,12,4.84
Tata Indigo GLE,Chennai,2008,45260,73000,Petrol,Manual,First,33.84,14.4,1396 CC,65 bhp,5,,0.8,0.8
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,29760,48000,Diesel,Manual,First,56.40,24,1186 CC,73.97 bhp,5,8.28,5.95,2.33
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,11780,19000,Petrol,Manual,First,40.96,17.43,1396 CC,105.5 bhp,5,,5.25,5.25
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,20831,33598,Diesel,Manual,First,32.15,13.68,2393 CC,147.8 bhp,7,23.94,22.2,1.74
BMW X1 sDrive20d,Jaipur,2012,39060,63000,Diesel,Automatic,First,40.07,17.05,1995 CC,184 bhp,5,,13.5,13.5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,29760,48000,Diesel,Automatic,First,39.86,16.96,1968 CC,138.03 bhp,5,,13.5,13.5
Ford Figo Diesel ZXI,Delhi,2014,40920,66000,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,3.47,3.47
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,49600,80000,Diesel,Automatic,Second,26.27,11.18,2696 CC,184 bhp,7,,9.5,9.5
Volkswagen Vento Petrol Highline,Chennai,2011,22940,37000,Petrol,Manual,First,35.34,15.04,1598 CC,103.6 bhp,5,,4.8,4.8
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,21736,35058,Petrol,Manual,First,35.25,15,1598 CC,103.52 bhp,5,,6.54,6.54
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,32240,52000,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,3.1,3.1
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,38014,61313,Diesel,Manual,First,55.58,23.65,1248 CC,88.5 bhp,5,,7.99,7.99
Toyota Corolla Altis G,Kolkata,2009,27900,45000,Petrol,Manual,Second,34.15,14.53,1798 CC,138.1 bhp,5,,3.3,3.3
Maruti Ertiga ZDI,Bangalore,2015,45880,74000,Diesel,Manual,First,48.81,20.77,1248 CC,88.8 bhp,7,,8.75,8.75
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,55180,89000,Petrol,Automatic,First,45.12,19.2,1197 CC,80 bhp,5,,4.19,4.19
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,8317,13414,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,43.07,30.77,12.3
Honda City ZX VTEC,Jaipur,2006,58900,95000,Petrol,Manual,Second,39.72,16.9,1497 CC,100 bhp,5,,2.11,2.11
Mahindra KUV 100 G80 K8,Jaipur,2018,9858,15900,Petrol,Manual,First,42.65,18.15,1198 CC,82 bhp,6,7.88,6.25,1.63
Toyota Fortuner 3.0 Diesel,Delhi,2011,93620,151000,Diesel,Manual,First,27.03,11.5,2982 CC,171 bhp,7,,11.4,11.4
Honda City 1.5 V MT,Bangalore,2011,40300,65000,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,5.2,5.2
Audi A6 35 TDI Matrix,Coimbatore,2017,22831,36824,Diesel,Automatic,First,43.55,18.53,1968 CC,187.74 bhp,5,69.37,39.84,29.53
Ford Figo Diesel ZXI,Coimbatore,2013,40478,65287,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,4.45,4.45
